id_produk;nama_parfum;brand;harga_teks;size;concentrate;top_notes;middle_notes;base_notes;kategori;waktu;aktivitas;gender;deskripsi_wangi;foto_url;link_toko;harga;;;
338;Hedonist;Jayrosse;Rp109.000,00;30 ml;Extrait De Parfum;Sicilian Orange, Calabrian bergamot, Sicilian Lemon;Fruity Mediterranean notes;White Musk, Madagascar Vanilla, Amber;Fresh / Citrus;versatile;Parfum andalan setelah mandi pagi, cuaca panas terik, kuliah harian, berolahraga, atau kemeja putih rapi.;male;Awal spray: Semburan kesegaran sitrus Mediterania yang mewah dari jeruk Sicilian orange, bergamot Kalabria, dan lemon. Lama-kelamaan: Bertransisi membawa uapan kesegaran buah-buahan eksotis khas iklim Mediterania yang ramah. Akhir : Ditutup sangat bersih nan mewah melekat erat di kulit oleh bedak white musk murni, vanila Madagaskar, dan ambar.;https://down-id.img.susercontent.com/file/id-11134207-822ws-moz1wrrg2qrkac;https://shopee.co.id/jayrosse.co;109000;;;
339;Habibi;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;citrus, grass;Roasted Coffee,Woody;Caramel Vanilla;Gourmand / Coffee;night;Nongkrong santai bareng teman di kafe, hangout sore/malam hari, cuaca dingin, atau kencan kasual.;male;Awal spray: Kombinasi kesegaran unik nan maskulin dari perasan jeruk sitrus segar berpadu asrinya rumput hijau (grass). Lama-kelamaan: Menjelma menjadi aroma utama kepulan uapan kopi sangrai (roasted coffee) dan serat kayu hutan kokoh. Akhir : Ditutup sangat lezat manis memikat di kulit sepanjang  oleh lelehan karamel cair dan vanila manis.;https://down-id.img.susercontent.com/file/id-11134207-7r98u-lstftx6gt7f1bf;https://shopee.co.id/jayrosse.co;89000;;;
340;Gale;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Pink Pepper, Juniper, Violet;Toffee, Cinnamon, Lavender, Sage;Vanilla, Amber, Tonka Bean, Suede;Spicy / Gourmand;day;Hangout malam hari di kafe/lounge, menghadiri pesta semi-formal, kencan malam hari, atau pakaian modis.;male;Awal spray: Semburan rempah segar maskulin yang modis dari butiran lada pink, buah juniper berries, dan violet blossoms. Lama-kelamaan: Sangat lezat menenangkan berkat perpaduan manis kembang gula toffee, kayu manis, lavender, dan sage herba. Akhir : Ditutup aroma pria necis yang awet di kulit oleh ekstrak vanila, ambar, tonka bean, dan kain suede mewah.;https://down-id.img.susercontent.com/file/id-11134207-822wk-moz1ewy92w3m02;https://shopee.co.id/jayrosse.co;89000;;;
341;Bruce;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Pear, Lavender, Mint, Bergamot, Lemon;Cinnamon, Clary Sage, Caraway;Black Vanilla Husk, Amber, Patchouli, Cedar;Fresh / Minty;night;Berolahraga harian, aktivitas outdoor di bawah terik matahari, kuliah pagi hari, atau setelah mandi.;male;Awal spray: Kesegaran herba buah yang membangkitkan energi dari buah pir renyah, lavender, mint dingin, bergamot, dan lemon. Lama-kelamaan: Menghangat secara maskulin menggoda berkat bubuk kayu manis, daun clary sage, dan rempah jintan (caraway). Akhir : Ditutup sangat awet seksi di kulit oleh sisa biji vanila hitam, ambar emas, patchouli, dan cedarwood kokoh.;https://down-id.img.susercontent.com/file/id-11134207-822wn-moz2eyr8idce00;https://shopee.co.id/jayrosse.co;89000;;;
342;Grey;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Plum, Ozonic notes, Grapefruit, Bergamot;Hazelnut, Honey, Cedar, Cashmere Wood, Orange Blossom;Amberwood, Patchouli, Oakmoss, Vetiver;Warm / Complex;night;Hangout malam hari bareng sahabat, jalan-jalan sore ke mall, kencan romantis, atau pakaian kasual jaket.;male;Awal spray: Kombinasi awal yang mewah nan menyejukkan dari buah plum hitam, udara laut segar (ozonic), grapefruit, dan bergamot. Lama-kelamaan: Menjelma jadi aroma lezat maskulin berkat kacang hazelnut, madu lezat, cedarwood, kasmir, dan bunga jeruk. Akhir : Ditutup aroma maskulin dewasa kokoh dari kayu amberwood, kemewahan patchouli bumi, lumut oakmoss, dan akar wangi.;https://id-live-01.slatic.net/p/a33b1b6b6f67f8eac754bd66228fd83c.png;https://shopee.co.id/jayrosse.co;89000;;;
343;Luke;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Citron, Calabrian bergamot, Sicilian Orange;Tunisian Neroli, Nigerian Ginger, Ceylon Cinnamon;Chinese Black Tea, Ambroxan, Guaiac Wood, Olibanum;Fresh / Tea;versatile;Bekerja profesional di kantor, meeting kerja kemeja rapi, kuliah harian, atau bersantai sore di kafe.;male;Awal spray: Semburan kesegaran sitrus mewah berkelas dari buah sitron, jeruk bergamot Kalabria, dan Sicilian orange. Lama-kelamaan: Menghangat menawan secara eksotis berkat minyak bunga neroli Tunisia, jahe Nigeria, dan kayu manis Ceylon. Akhir : Ditutup aroma teh hitam Cina (Chinese black tea) yang mewah berpadu ambroxan, kayu guaiac, dan olibanum.;https://down-id.img.susercontent.com/file/id-11134207-822wj-moz1ewy98ide81;https://shopee.co.id/jayrosse.co;89000;;;
344;Noah;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Mint, Green Apple, Lemon;Tonka Bean, Ambroxan, Geranium;Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss;Fresh / Minty;day;Berolahraga harian, aktivitas outdoor di bawah matahari terik, kasual kaos-jeans harian, atau setelah mandi.;male;Awal spray: Kesegaran dingin ekstrem pria aktif dari daun mint dingin, potongan buah apel hijau renyah, dan lemon kuning. Lama-kelamaan: Menghangat sangat menawan secara maskulin berkat manisnya tonka bean, molekul modern ambroxan, dan geranium. Akhir : Ditutup aroma kayu kokoh pria mapan dari vanila Madagaskar, cedarwood Virginia, Atlas cedarwood, akar wangi, dan oakmoss.;https://down-id.img.susercontent.com/file/id-11134207-7qul5-lkeyknpcqpax87;https://shopee.co.id/jayrosse.co;89000;;;
345;Rouge;Jayrosse;Rp89.000,00;30 ml;Eau De Parfum;Calabrian bergamot, Pepper;Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi;Ambroxan, Cedar, Labdanum;Fresh / Spicy;night;Pria kantoran kemeja rapi, berkendara motor, menghadiri acara malam resmi, atau kencan romantis malam.;male;Awal spray: Semburan kesegaran rempah maskulin tangguh berwibawa dari jeruk bergamot Kalabria asli berpadu lada pedas. Lama-kelamaan: Bertransisi menjadi sangat kaya dari lada Sichuan, lavender menenangkan, lada pink, akar wangi, patchouli, dan geranium. Akhir : Ditutup aroma pria tangguh berwibawa yang awet dari molekul modern ambroxan, cedarwood kokoh, dan getah labdanum.;https://id-live-01.slatic.net/p/d2bb26ba7f04a179b5fe5897863864ec.png;https://shopee.co.id/jayrosse.co;89000;;;
346;Orion;Velixir;Rp445.000,00;100 ml;Eau De Parfum;Bergamot, Cinnamon;Bourbon Vanilla, Praline, Ambroxan;Woody Notes, Amber, Musk, Heliotrope;Warm / Gourmand;versatile;Kencan romantis malam hari, hangout kafe/lounge malam, cuaca musim hujan dingin, atau saat santai malam.;unisex;Awal spray: Kehangatan rempah awal yang mewah nan berkelas dari paduan jeruk bergamot Italia dan bubuk kayu manis hangat. Lama-kelamaan: Menjelma menjadi sangat lezat menggoda berkat perpaduan manis vanila Bourbon, cokelat praline, dan ambroxan. Akhir : Ditutup aroma oriental yang awet melekat erat di kulit berkat catatan kayu hutan, ambar hangat, musk, dan heliotrope.;https://cdn.beautyhaul.com/assets/uploads/products/thumbs/800x800/VXR-EDP-00006.001_b_%282%29_.jpg;https://shopee.co.id/velixirparfums;445000;;;
347;Helios;Velixir;Rp445.000,00;100 ml;Eau De Parfum;Coconut, Mint, Green Notes;Fig, Marine Notes;Woody Nites, Tonka Bean, Vetiver;Fresh / Aquatic;day;Berolahraga harian, cuaca panas ekstrem matahari, liburan ke pantai/pulau, atau kasual kaos harian.;unisex;Awal spray: Kesegaran berair tropis sejuk di menit awal dari perpaduan buah kelapa gurih, daun mint dingin, dan catatan hijau alami. Lama-kelamaan: Bertransisi menyejukkan membawa suasana angin laut (marine notes) yang dipadu keasrian buah ara hijau (fig). Akhir : Ditutup aroma kayu maskulin rapi yang menenangkan dari catatan kayu hutan, manis tonka bean, dan ketenangan akar wangi.;https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mduc8xvba3yf0d;https://shopee.co.id/velixirparfums;445000;;;
348;Galatea;Velixir;Rp445.000,00;100 ml;Eau De Parfum;Biscuit, Caramel;Milk, Honey, White Sugar, Tonka Bean;White Musk, Vanilla, Praline, Amber;Gourmand / Sweet;night;Penggemar wangi manis kue panggangan/biskuit, menemani waktu tidur malam, bersantai rumah saat hujan, atau kencan.;unisex;Awal spray: Kelezatan panggangan biskuit renyah (biscuit accord) yang gurih bercampur lelehan saus karamel cair manis. Lama-kelamaan: Menjelma sangat lezat menyerupai sajian pencuci mulut dari susu hangat, madu hutan, gula putih, dan tonka bean. Akhir : Ditutup sangat manis lembut menggugah selera oleh bedak white musk murni, vanila pekat, cokelat praline, dan ambar.;https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mducfcwl873mfa;https://shopee.co.id/velixirparfums;445000;;;
349;Adonis;Velixir;Rp445.000,00;100 ml;Eau De Parfum;Lavender, Bergamot, Mint;Madagascar Vanilla, Benzon Base;Amber, Tonka Bean, Woody Notes;Fresh / Amber;night;Hangout sore/malam hari di kafe, kuliah harian, kasual rapi kemeja, atau kencan kasual siang hari.;unisex;Awal spray: Semburan energi herba buah yang membangkitkan semangat dari daun mint dingin, lavender, dan jeruk bergamot Italia. Lama-kelamaan: Menghangat secara menawan secara oriental berkat perpaduan manis vanila Madagaskar bercampur basis benzon mewah. Akhir : Ditutup sangat awet mewah melekat erat di kulit oleh kombinasi ambar emas, manis tonka bean, dan catatan kayu hutan.;https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mduc8xvbcx3b80;https://shopee.co.id/velixirparfums;445000;;;
350;Athena;Velixir;Rp445.000,00;100 ml;Eau De Parfum;Litchi, Rhubarb, Grapefruit;Bulgarian Rose, Freesia, Vanilla;Orris Root, Musk, Akigalawood, Vetiver;Floral / Fruity;day;Menghadiri arisan, jalan-jalan kasual sore ke mall, kuliah pagi hari, atau kencan kasual santai.;unisex;Awal spray: Kesegaran buah asam manis yang ceria nan anggun dari potongan buah lychee juicy, rhubarb hijau, dan grapefruit. Lama-kelamaan: Merekah indah bertransisi memancarkan keanggunan buket mawar Bulgaria, bunga freesia, dan ekstrak vanila manis. Akhir : Ditutup sangat mewah berkelas sepanjang  oleh kelembutan akar orris bedak, musk, akigalawood, dan akar wangi.;https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mduc8xvblchza2;https://shopee.co.id/velixirparfums;445000;;;
351;Poseidon;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Bergamot, Mandarin Orange ; Ginger ;  Ambergris;Aquatic / Fresh;day;Berlibur ke pantai, setelah berolahraga berat, atau cuaca terik;male;Awal spray bergamot dan mandarin yang segar citrus. Lama-kelamaan jahe yang hangat maskulin. Akhirnya ambergris yang oceanic dalam.;https://down-id.img.susercontent.com/file/id-11134207-822wh-mldfaxxbk743c7;https://shopee.co.id/velixirparfums;165000;;;
352;Himeros;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Woody Notes, Green Notes, Bergamot ; Ginger, Solar Notes ;  Sandalwood, Cedarwood;Woody / Green;night;Clubbing, kencan romantis malam minggu, atau jalan-jalan malam;male;Awal spray bergamot dan green notes yang segar. Lama-kelamaan jahe solar notes yang hangat cerah. Akhirnya sandalwood cedarwood yang woody tahan lama.;https://down-id.img.susercontent.com/file/id-11134207-822wr-mldewv6d2vb982;https://shopee.co.id/velixirparfums;165000;;;
353;Icarus;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Pear, Calabrian Bergamot, Mandarin Orange ; Ginger, Orange Blossom, Mandarin Orange ;  Musk, Ambrofix, Akigalawood, Cedarwood;Fresh / Spicy;versatile;Kuliah, bekerja di kantor, menghadiri meeting, atau ngemall;male;Awal spray pir bergamot dan mandarin yang segar cerah. Lama-kelamaan orange blossom dan jahe yang hangat. Akhirnya akigalawood cedarwood yang modern.;https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mduc8xvbijd33a;https://shopee.co.id/velixirparfums;165000;;;
354;Morpheus;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Citron, Bergamot, Sicilian Orange ; Neroli, Ginger ;  Black Tea, Ambroxan, Guaiac Wood;Fresh / Spicy;day;Membaca buku malam hari, kencan santai, atau parfum sebelum tidur;unisex;Awal spray citron bergamot dan jeruk Sisilia yang segar. Lama-kelamaan neroli dan jahe yang hangat. Akhirnya black tea ambroxan guaiac wood yang sophisticated.;https://down-id.img.susercontent.com/file/id-11134207-822wu-mmbtuwvpp62we1;https://shopee.co.id/velixirparfums;165000;;;
355;Uranus;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Sicilian Orange, Bergamot ; Neroli, Pink Pepper, Nutmeg, Cardamom ;  Vetiver;Fresh / Spicy;versatile;Bersantai sore, dipakai harian di rumah, atau kuliah pagi;unisex;Awal spray jeruk Sisilia dan bergamot yang cerah. Lama-kelamaan pink pepper nutmeg kardamom yang spicy hangat. Akhirnya vetiver yang earthy kuat.;https://down-id.img.susercontent.com/file/id-11134207-822wh-mlgelngiax3801;https://shopee.co.id/velixirparfums;165000;;;
356;Asteria;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Blood Orange, Mandarin Orange, Lemon, Bergamot ; Tiare Flower ;  Powdery, Musk, Sandalwood;Fresh / Powdery;versatile;Menghadiri wisuda, bridal shower, piknik taman, atau arisan;unisex;Awal spray blood orange mandarin lemon bergamot yang segar bersemangat. Lama-kelamaan tiare flower yang tropis. Akhirnya powdery musk sandalwood yang lembut.;https://down-id.img.susercontent.com/file/id-11134207-822wn-mldewv6cq8795a;https://shopee.co.id/velixirparfums;165000;;;
357;Persephone;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Mandarin, Pear ; Ambrette ;  Benzoin, Musk;Fruity / Fresh;night;Dinner romantis, menonton teater, atau menghadiri pesta formal;unisex;Awal spray mandarin dan pir yang segar ringan. Lama-kelamaan ambrette yang musky halus. Akhirnya benzoin dan musk yang hangat manis.;https://down-id.img.susercontent.com/file/id-11134207-822wj-mldfaxxbd69v09;https://shopee.co.id/velixirparfums;165000;;;
358;Artemis;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Watery Notes, Pear, Ambrette ; Ylang-Ylang, Jasmine, Daffodils ;  Patchouli;Fresh / Aromatic;day;Jalan-jalan pagi, olahraga yoga, atau jalan kaki di area terbuka;unisex;Awal spray watery notes dan pir yang segar. Lama-kelamaan ylang-ylang jasmine daffodil yang feminin. Akhirnya patchouli yang earthy sensual.;https://down-id.img.susercontent.com/file/id-11134207-822wj-mld8gogeivwj87;https://shopee.co.id/velixirparfums;165000;;;
359;Aphrodite;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Bergamot, Litchi, Ginger ; Peony, Rose, Cacao ;  Patchouli;Sweet / Fresh;versatile;Jalan-jalan ke mall, nge-date santai, atau merayakan ulang tahun;female;Awal spray bergamot lychee dan jahe yang eksotis. Lama-kelamaan peony mawar dan cacao yang romantis. Akhirnya patchouli yang dalam sensual.;https://down-id.img.susercontent.com/file/id-11134207-822wg-mld8gogebv2b89;https://shopee.co.id/velixirparfums;165000;;;
360;Ares;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Citrus, Mandarin Orange, Grapefruit ; Cedarwood, Sandalwood ;  Musk, Amber, Patchouli;Fresh / Woody;night;Riding motor malam, nongkrong di lounge, atau acara malam musim hujan;male;Awal spray citrus mandarin grapefruit yang segar kuat. Lama-kelamaan cedarwood sandalwood yang woody. Akhirnya musk amber patchouli yang maskulin.;https://down-id.img.susercontent.com/file/id-11134207-8224s-mj6z4ibwt2x057;https://shopee.co.id/velixirparfums;165000;;;
361;Hera;Velixir;Rp165.000,00;50 ml;Eau De Parfum; Pear, Mandarin Orange, Citrus ; Violet, Lavender ;  Musk, Sandalwood, Vanilla, Patchouli;Fresh / Floral;versatile;Menghadiri pernikahan, gala dinner, atau meeting bisnis besar;unisex;Awal spray pir mandarin dan citrus yang segar feminin. Lama-kelamaan violet dan lavender yang anggun. Akhirnya musk sandalwood vanilla patchouli yang hangat.;https://down-id.img.susercontent.com/file/id-11134207-8224o-mhjamgjqjmrnaf;https://shopee.co.id/velixirparfums;165000;;;
362;Sixty Nine Degrees;Naisday;Rp105.000,00;30 ml;Extrait De Parfum;Peach, Rhubarb, Pear, Green Melon;Jasmine, Freesia, Rose, Lily Of The Valley;Patchouli, Sandalwood, Musks, Cashmere Floral, Oriental Scent;Floral / Oriental;day;Menghadiri pesta malam formal, kencan romantis malam hari, pakaian modis necis, atau acara semi-formal.;unisex;Awal spray: Ledakan kemanisan buah segar yang ranum nan ramah dari buah persik, batang rhubarb, pir renyah, dan melon juicy. Lama-kelamaan: Merekah sangat feminin memancarkan keharuman buket bunga melati malam, freesia ceria, mawar murni, dan lily gunung. Akhir : Ditutup aroma oriental mewah nan awet sepanjang  oleh patchouli bumi, kayu cendana, bedak musk, dan kasmir floral.;https://filebroker-cdn.lazada.co.id/kf/S0fac39611ea64c5eb78199278a66a7112.jpg;https://shopee.co.id/naisday;105000;;;
363;Intimate Moment;Naisday;Rp111.000,00;30 ml;Extrait De Parfum;Apple;Rose, Jasmine Peony;Vanilla Bean, Amber Floral, Oriental Scent;Floral / Oriental;versatile;Menemani waktu tidur malam, kencan romantis santai, bersantai di rumah saat hujan, atau setelah mandi sore.;unisex;Awal spray: Semburan tunggal dari buah apel hijau renyah yang sangat segar, bersih, dan membangkitkan suasana hati ceria. Lama-kelamaan: Menjelma menjadi aroma utama buket bunga yang sangat romantis dari kelopak mawar merah, melati, dan peony pink. Akhir : Ditutup sangat hangat oriental menempel nyaman di kulit oleh paduan biji vanila manis bercampur ambar floral mewah.;https://img.lazcdn.com/g/ff/kf/Scf98a75266c24eff83784c3694a9a7c45.jpg_720x720q80.jpg;https://shopee.co.id/naisday;111000;;;
364;Wonka;Naisday;Rp111.000,00;30 ml;Extrait De Parfum;Caramel;Coumarin, Madu;Vanila, White Musks;Gourmand / Sweet;versatile;Penggemar wangi gourmand manis cokelat/karamel pekat, cuaca hujan dingin, bersantai rumah, atau kencan malam.;unisex;Awal spray: Kelezatan instan tunggal yang sangat menggoda dari uapan aroma saus karamel cair manis yang legit dan pekat. Lama-kelamaan: Bertransisi menjadi sangat lezat menghangatkan berkat perpaduan rempah coumarin gurih dan lelehan madu hutan asli. Akhir : Ditutup dengan sisa kemanisan panggangan yang lezat bercampur ekstrak vanila manis dan kelembutan bedak white musks.;https://filebroker-cdn.lazada.co.id/kf/S1892ee4c2eef4339bf743c23c5e423bfi.jpg;https://shopee.co.id/naisday;111000;;;
365;Thousand Kisses;Naisday;Rp95.000,00;30 ml;Extrait De Parfum;Green Apple, Pear, Lemonade Accord, Mint Leaves;Rose, Lily of the Valley, Fresh Flowers;Cedarwood, Moss, Woody Amber, Patchouli;Fresh / Fruity;versatile;Parfum sehabis mandi pagi, aktivitas outdoor siang hari terik, kuliah harian, atau kasual kaos harian.;unisex;Awal spray: Semburan energi buah herba yang super segar dari buah apel hijau renyah, pir, akor limun lemon segar, dan daun mint. Lama-kelamaan: Melembut anggun secara ramah memancarkan keharuman kelopak mawar murni, lily gunung, dan bunga segar taman. Akhir : Ditutup aroma kayu bersih yang menenangkan sepanjang  dari kayu cedarwood, lumut hutan moss, woody amber, dan patchouli.;https://img.lazcdn.com/g/p/6921909fde50b347c1e68c2bf60ffca1.png_720x720q80.png;https://shopee.co.id/naisday;95000;;;
366;Scandalicious;Naisday;Rp104.000,00;30 ml;Extrait De Parfum;Bergamot, Grapefruit, Pepper, Fig, Watery;Violet, Patchouli, Fennel, Geranium;Tonka Bean, Vetiver, Incense, Musks;Fresh / Spicy;versatile;Hangout malam hari di kafe/lounge, berkendara motor, menghadiri konser musik, atau pakaian kasual modis.;unisex;Awal spray: Semburan kesegaran maskulin modis dari jeruk bergamot Italia, grapefruit, bumbu lada hitam pedas, buah ara, dan air. Lama-kelamaan: Menjelma menjadi aroma herba maskulin berwibawa berkat perpaduan bunga violet, patchouli, herba fennel, dan geranium. Akhir : Ditutup sangat awet dan misterius memikat oleh kombinasi manis tonka bean, ketenangan akar wangi, asap dupa incense, dan musk.;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-180851629/naisday_naisday_parfum_unisex_scandalicious_extrait_de_parfum_30ml_tahan_lama-18-jam---bergamot-violet_full01_nnc30lj6.webp;https://shopee.co.id/naisday;104000;;;
367;Wish of Tomorrow;Naisday;Rp115.000,00;30 ml;Extrait De Parfum;Bergamot, Grapefruit, Pear, Blackcurrant;Jasmine, Violet, Lily of the Valley, Orange Blossom;Patchouli, Vanilla, Moss, Amber;Floral / Fruity;versatile;Bekerja profesional di kantor, kuliah harian, jalan-jalan kasual sore ke mall, atau kencan kasual siang.;unisex;Awal spray: Ledakan kesegaran sitrus buah yang ceria nan anggun dari jeruk bergamot, grapefruit, pir renyah, dan blackcurrant manis. Lama-kelamaan: Merekah sangat feminin memancarkan buket bunga putih romantis dari melati malam, violet blossoms, lily gunung, dan bunga jeruk. Akhir : Ditutup sangat awet mewah sepanjang  oleh kombinasi kemewahan patchouli bumi, vanila manis, lumut oakmoss, dan ambar.;https://down-id.img.susercontent.com/file/id-11134207-8224y-mhcz7e058r2if8;https://shopee.co.id/naisday;115000;;;
368;Santorini;Naisday;Rp111.000,00;30 ml;Extrait De Parfum;Mandarin, Galbanum, Ylang;Tuberose, White Floral, Orange Flower;Vanilla, Tonka Bean, Musk;Floral / Elegant;versatile;Menghadiri undangan formal/semi-formal, arisan, kerja kantoran ruangan AC, atau kencan romantis sore.;unisex;Awal spray: Kesegaran anggun berkelas iklim tropis dari jeruk mandarin manis, getah galbanum hijau alami, dan ylang-ylang eksotis. Lama-kelamaan: Menjelma menjadi wangi buket bunga putih tebal mewah dari bunga sedap malam (tuberose), white floral, dan bunga jeruk. Akhir : Ditutup sangat lembut menawan melekat erat di kulit sepanjang  oleh paduan vanila manis, tonka bean, dan bedak musk.;https://down-id.img.susercontent.com/file/id-11134207-81ztl-mfnz4dqoepe4a9;https://shopee.co.id/naisday;111000;;;
369;Morning X;Naisday;Rp108.000,00;30 ml;Extrait De Parfum;Orange, Grapefruit, Bergamot, Pink Pepper;Muguet, Heliotrope, Jasmine;Vanilla, Sandalwood, Vetiver, Patchouli;Fresh / Citrus;night;Parfum andalan sehabis mandi pagi, kuliah pagi hari, bekerja profesional kantor, atau setelah berolahraga harian.;unisex;Awal spray: Semburan kesegaran sitrus rempah pagi  yang membangkitkan energi dari jeruk orange, grapefruit, bergamot, dan lada pink. Lama-kelamaan: Melembut menenangkan secara elegan memancarkan keasrian bunga lily gunung (muguet), heliotrope bedak, dan melati malam. Akhir : Ditutup aroma kayu maskulin rapi yang awet di kulit oleh paduan vanila manis, kayu cendana mewah, akar wangi, dan patchouli.;https://down-id.img.susercontent.com/file/id-11134207-8224v-mhcz5pkpgd8s48;https://shopee.co.id/naisday;108000;;;
370;O.N.S;Naisday;Rp106.000,00;30 ml;Extrait De Parfum;Bergamot, Mandarin, Carrot seeds, Almond;Jasmine, White Floral, Rose, Petalia;Cocoa Butter, Tonka Bean, Coffe, Mocha, Vanilla;Gourmand / Dark;night;Kegiatan malam hari, hangout kafe/lounge malam, kencan romantis malam hari, atau cuaca dingin hujan pekat.;unisex;Awal spray: Perpaduan awal yang sangat kaya dan mewah dari jeruk bergamot, mandarin, minyak biji wortel, dan gurihnya kacang almond. Lama-kelamaan: Merekah anggun memancarkan buket bunga putih eksotis dari melati malam, mawar merah murni, dan kelopak molekul petalia. Akhir : Ditutup super lezat seksi sepanjang malam oleh uapan mentega cokelat (cocoa butter), tonka bean, kopi hitam, moka, dan vanila.;https://down-id.img.susercontent.com/file/id-11134207-81ztp-mfmbt9h9kk5r5e;https://shopee.co.id/naisday;106000;;;
371;Dance Floor;Naisday;Rp110.000,00;30 ml;Extrait De Parfum;Green, Bergamot, Coconut;Jasmine;Vanila;Gourmand / Fresh;day;Hangout santai bareng sahabat ke mall, pakaian kasual kaos-jeans harian, atau jalan-jalan santai sore.;female;Awal spray: Kesegaran kasual santai di menit awal yang memikat dari catatan hijau alami (green notes), bergamot, dan buah kelapa gurih. Lama-kelamaan: Profil aromanya menyederhana memancarkan keharuman tunggal dari kelopak bunga melati malam yang harum menawan. Akhir : Ditutup sangat minimalis nan lezat meninggalkan sisa kemanisan tunggal dari ekstrak vanila manis yang menempel di kulit.;https://down-id.img.susercontent.com/file/id-11134207-8224q-mhcy8mrv1632bf;https://shopee.co.id/naisday;110000;;;
372;Endgame;Dasfelix;Rp159.000,00;30 ml;Eau De Parfum;Bergamot, Plum, Grapefruit;Honey, Cedar, Orange Blossom, Hazelnut, Cashmere Wood;Patchouli, Vetiver, Amberwood, Oakmoss;Warm / Complex;night;Menghadiri pertemuan bisnis, kerja profesional kantor, hangout malam hari di kafe, atau kencan romantis.;male;Awal spray: Kombinasi awal yang mewah nan menyejukkan dari jeruk bergamot Italia, buah plum hitam manis, dan grapefruit yang juicy. Lama-kelamaan: Menjelma jadi aroma lezat berkelas berkat paduan madu hutan, kayu cedarwood, bunga jeruk, kacang hazelnut, dan kayu kasmir. Akhir : Ditutup aroma maskulin dewasa kokoh sepanjang  oleh patchouli bumi, ketenangan akar wangi, kayu amberwood, dan oakmoss.;https://down-id.img.susercontent.com/file/id-11134207-822wm-mp3kq9muw9vz7a;https://shopee.co.id/dasfelix1437;159000;;;
373;Anomaly;Dasfelix;Rp159.000,00;30 ml;Eau De Parfum;Bergamot, Orange, Green Tea, Apple, Lemon;Peach, White Floral, Coconut, Amber;Musk, Caramel, Woodsy, Vetiver;Gourmand / Fresh;versatile;Kuliah harian, nongkrong santai sore di kafe bareng teman, jalan-jalan kasual ke mall, atau setelah mandi.;male;Awal spray: Ledakan kesegaran sitrus buah teh yang kaya dari jeruk bergamot, orange manis, daun teh hijau, buah apel, dan lemon segar. Lama-kelamaan: Menjelma menjadi aroma lezat buah tropis dari buah persik manis (peach), bunga putih, kelapa gurih, dan ambar hangat. Akhir : Ditutup sangat lezat manis bersih di kulit sepanjang  oleh kombinasi bedak musk, lelehan saus karamel cair, serat kayu, dan akar wangi.;https://down-id.img.susercontent.com/file/id-11134207-8224p-mki0bjwzswso08;https://shopee.co.id/dasfelix1438;159000;;;
374;Checkmate;Dasfelix;Rp159.000,00;30 ml;Eau De Parfum;Mint, Green Apple, Lemon;Tonka Bean, Ambroxan, Geranium;Vanilla, Cedar, Vetiver;Fresh / Minty;versatile;Berolahraga harian, aktivitas outdoor di bawah matahari terik, kasual kaos-jeans sehari-hari, atau setelah mandi pagi.;male;Awal spray: Kesegaran dingin ekstrem yang langsung membangkitkan energi pria dari daun mint dingin, buah apel hijau renyah, dan lemon. Lama-kelamaan: Menghangat menawan secara maskulin tangguh berkat perpaduan manis tonka bean, molekul modern ambroxan, dan geranium. Akhir : Ditutup aroma kayu maskulin bersih an dari paduan ekstrak vanila manis, kayu cedarwood kokoh, dan ketenangan akar wangi.;https://down-id.img.susercontent.com/file/id-11134207-7qul7-liqwonphnoim17;https://shopee.co.id/dasfelix1439;159000;;;
